Symbol	Species
APIP	sus scrofa
RYR2	sus scrofa
MYBBP1A	sus scrofa
ACAA2	sus scrofa
RHOT2	sus scrofa
PIM2	sus scrofa
ATN1	sus scrofa
PALB2	sus scrofa
LOC100621347	sus scrofa
RB1	sus scrofa
YAP1	sus scrofa
SIX1	sus scrofa
PDIA3	sus scrofa
CASP2	sus scrofa
DNAJC10	sus scrofa
EMP2	sus scrofa
HMGB2	sus scrofa
PPP1R15A	sus scrofa
DDB1	sus scrofa
CD5	sus scrofa
GSN	sus scrofa
BCL2L12	sus scrofa
BRAT1	sus scrofa
NUPR1	sus scrofa
DFFA	sus scrofa
LIG4	sus scrofa
TRIM21	sus scrofa
ADORA2A	sus scrofa
NTRK1	sus scrofa
F1RHI4	sus scrofa
DNM1L	sus scrofa
NPC1	sus scrofa
BRAF	sus scrofa
MLKL	sus scrofa
TNFRSF1A	sus scrofa
COL6A3	sus scrofa
PGAM5	sus scrofa
ITPR1	sus scrofa
ELMO3	sus scrofa
RIPK1	sus scrofa
AKTIP	sus scrofa
AIMP2	sus scrofa
MARCKS	sus scrofa
WWOX	sus scrofa
LHX3	sus scrofa
KRT18	sus scrofa
VDR	sus scrofa
BAX	sus scrofa
APAF1	sus scrofa
FOXC1	sus scrofa
FGF8	sus scrofa
TRAF3IP2	sus scrofa
APP	sus scrofa
MKNK2	sus scrofa
HMOX1	sus scrofa
NCSTN	sus scrofa
ANGPTL4	sus scrofa
MSH2	sus scrofa
INHBB	sus scrofa
NTN1	sus scrofa
TRIB3	sus scrofa
SORT1	sus scrofa
EP300	sus scrofa
VDAC2	sus scrofa
IFNG	sus scrofa
BRCA1	sus scrofa
EMP1	sus scrofa
A0A286ZRA1	sus scrofa
DNASE1	sus scrofa
DYNLL1	sus scrofa
E2F2	sus scrofa
PPP1R13B	sus scrofa
BIRC6	sus scrofa
A0A286ZQJ2	sus scrofa
LOC100624226	sus scrofa
DAP3	sus scrofa
PLCG2	sus scrofa
EDNRA	sus scrofa
PLSCR3	sus scrofa
LOC100151870	sus scrofa
STXBP1	sus scrofa
CASP7	sus scrofa
PSEN1	sus scrofa
KAT5	sus scrofa
UBE4B	sus scrofa
FNIP1	sus scrofa
IRF1	sus scrofa
SH3GLB1	sus scrofa
CRADD	sus scrofa
BIRC2	sus scrofa
E2F1	sus scrofa
A0A8W4FGL8	sus scrofa
SLIT3	sus scrofa
HEY2	sus scrofa
MCM2	sus scrofa
AIPL1	sus scrofa
PIAP	sus scrofa
ITPRIP	sus scrofa
SPI1	sus scrofa
FOXC2	sus scrofa
PDCD10	sus scrofa
BRCA2	sus scrofa
ATG5	sus scrofa
SPG11	sus scrofa
TRPC5	sus scrofa
SFRP2	sus scrofa
COMP	sus scrofa
TBX2	sus scrofa
SIK1	sus scrofa
GZMB	sus scrofa
DPP9	sus scrofa
SPG7	sus scrofa
NINJ1	sus scrofa
TRAF2	sus scrofa
NGFR	sus scrofa
CDKN1A	sus scrofa
LRP5	sus scrofa
PYGL	sus scrofa
PARP2	sus scrofa
RACK1	sus scrofa
SYNGAP1	sus scrofa
ETV6	sus scrofa
ATP2A1	sus scrofa
CD28	sus scrofa
F1SV36	sus scrofa
F1SV37	sus scrofa
IGFBP3	sus scrofa
AXL	sus scrofa
BLCAP	sus scrofa
CHEK1	sus scrofa
SRGN	sus scrofa
ING5	sus scrofa
SOX9	sus scrofa
STK11	sus scrofa
PRKCA	sus scrofa
CTSC	sus scrofa
PDCL3	sus scrofa
EBAG9	sus scrofa
PKM	sus scrofa
RARB	sus scrofa
UMOD	sus scrofa
SGMS1	sus scrofa
BAD	sus scrofa
DAD1	sus scrofa
BARHL1	sus scrofa
TMEM79	sus scrofa
CIDEA	sus scrofa
GATA1	sus scrofa
NLRP6	sus scrofa
A0A8W4FDZ8	sus scrofa
MDM2	sus scrofa
PHLDA3	sus scrofa
CFLAR	sus scrofa
TAF10	sus scrofa
TGFB2	sus scrofa
BNIP3	sus scrofa
PARP1	sus scrofa
GSKIP	sus scrofa
SELENOK	sus scrofa
P2RX7	sus scrofa
MAEL	sus scrofa
SENP1	sus scrofa
KRAS	sus scrofa
TEX11	sus scrofa
ERRFI1	sus scrofa
NEFL	sus scrofa
DDX47	sus scrofa
A0A8W4F7K5	sus scrofa
PCGF2	sus scrofa
TFAP2B	sus scrofa
NKX3-1	sus scrofa
RFFL	sus scrofa
MAP2K4	sus scrofa
PDE3A	sus scrofa
DRAXIN	sus scrofa
CIAPIN1	sus scrofa
DLX1	sus scrofa
MSX1	sus scrofa
AKAP1	sus scrofa
TGFBR1	sus scrofa
KDELR1	sus scrofa
MYD88	sus scrofa
I3LCB9	sus scrofa
LHX4	sus scrofa
TGFB1	sus scrofa
NKX2-6	sus scrofa
SGPP1	sus scrofa
POLB	sus scrofa
RRN3	sus scrofa
P2RX4	sus scrofa
ATF4	sus scrofa
TUBA1A	sus scrofa
RPS6	sus scrofa
KCNQ3	sus scrofa
EGLN3	sus scrofa
MELK	sus scrofa
DIDO1	sus scrofa
SLC25A6	sus scrofa
DNAJA3	sus scrofa
PTPRC	sus scrofa
SLIT2	sus scrofa
DAPK2	sus scrofa
CTSL	sus scrofa
FOXO3	sus scrofa
SHARPIN	sus scrofa
PRKDC	sus scrofa
DMPK	sus scrofa
GDF5	sus scrofa
CDKN2D	sus scrofa
PDX1	sus scrofa
IRF3	sus scrofa
MFF	sus scrofa
TP53	sus scrofa
CD3E	sus scrofa
RNF34	sus scrofa
BMP7	sus scrofa
FKBP8	sus scrofa
ALKBH7	sus scrofa
SOD1	sus scrofa
MYC	sus scrofa
STK4	sus scrofa
KCNJ8	sus scrofa
UBE2B	sus scrofa
RHOA	sus scrofa
NOX1	sus scrofa
RBM10	sus scrofa
ELMO1	sus scrofa
PYCARD	sus scrofa
NHLH2	sus scrofa
BCL11B	sus scrofa
NOTCH2	sus scrofa
SAV1	sus scrofa
BBC3	sus scrofa
SMO	sus scrofa
CASP9	sus scrofa
CFDP1	sus scrofa
FZD5	sus scrofa
FGF10	sus scrofa
AGAP2	sus scrofa
INHBA	sus scrofa
MYOCD	sus scrofa
NEK6	sus scrofa
CERS3	sus scrofa
PIGT	sus scrofa
BDKRB2	sus scrofa
TNFAIP8	sus scrofa
ABL1	sus scrofa
BCL2L13	sus scrofa
ATF2	sus scrofa
EPHA7	sus scrofa
TIGAR	sus scrofa
CIDEC	sus scrofa
ZPR1	sus scrofa
PIK3R1	sus scrofa
NFKBIZ	sus scrofa
DAB2IP	sus scrofa
NGF	sus scrofa
CAPN3	sus scrofa
CIB1	sus scrofa
BAP1	sus scrofa
STAT5B	sus scrofa
Ddit3	sus scrofa
SLC1A1	sus scrofa
PMP22	sus scrofa
PRKCD	sus scrofa
IER3	sus scrofa
IKBKE	sus scrofa
A0A4X1TZ73	sus scrofa
RPS27L	sus scrofa
EPO	sus scrofa
TIMM50	sus scrofa
EMP3	sus scrofa
SIVA1	sus scrofa
CYCS	sus scrofa
HIF1A	sus scrofa
SIRT1	sus scrofa
HOXA13	sus scrofa
ZMPSTE24	sus scrofa
GRAMD4	sus scrofa
KANK2	sus scrofa
FATE1	sus scrofa
MEGF10	sus scrofa
CASP1	sus scrofa
IL7	sus scrofa
TGFBR2	sus scrofa
RIPK2	sus scrofa
GBA1	sus scrofa
COL6A2	sus scrofa
CEBPB	sus scrofa
BCL2	sus scrofa
CRKL	sus scrofa
BHLHE23	sus scrofa
BCL2L14	sus scrofa
DAXX	sus scrofa
JAK2	sus scrofa
TP73	sus scrofa
TLR3	sus scrofa
BCL2L1	sus scrofa
OPA1	sus scrofa
ZDHHC3	sus scrofa
CTSH	sus scrofa
CHEK2	sus scrofa
KREMEN1	sus scrofa
RBM14	sus scrofa
MMP9	sus scrofa
DLC1	sus scrofa
G0S2	sus scrofa
MAP3K7	sus scrofa
NOTCH1	sus scrofa
RAD9A	sus scrofa
SNCB	sus scrofa
CNTFR	sus scrofa
SKIL	sus scrofa
MAP3K20	sus scrofa
BNIP1	sus scrofa
GAS6	sus scrofa
VDAC1	sus scrofa
ADNP	sus scrofa
VIL1	sus scrofa
POU4F1	sus scrofa
NBN	sus scrofa
JAG2	sus scrofa
ERBB3	sus scrofa
TNF	sus scrofa
NSG1	sus scrofa
TAX1BP1	sus scrofa
BMI1	sus scrofa
ARF6	sus scrofa
BCL3	sus scrofa
OGT	sus scrofa
IFI6	sus scrofa
PAWR	sus scrofa
MADD	sus scrofa
EYA2	sus scrofa
AHCYL1	sus scrofa
OXR1	sus scrofa
TCIRG1	sus scrofa
PPARD	sus scrofa
TICAM1	sus scrofa
BAG3	sus scrofa
ELL3	sus scrofa
LIPA	sus scrofa
SHH	sus scrofa
BMPR2	sus scrofa
NR2E1	sus scrofa
API5	sus scrofa
S100A9	sus scrofa
FAIM2	sus scrofa
HTRA2	sus scrofa
GZMA	sus scrofa
GPAM	sus scrofa
NFATC4	sus scrofa
RIPK3	sus scrofa
CIDEB	sus scrofa
ADAMTS20	sus scrofa
PRKCB	sus scrofa
PPARGC1A	sus scrofa
TP63	sus scrofa
ADARB1	sus scrofa
TMF1	sus scrofa
NDP	sus scrofa
ITGAV	sus scrofa
IFT57	sus scrofa
STK3	sus scrofa
CDK5RAP3	sus scrofa
FASTKD2	sus scrofa
SHC4	sus scrofa
MSH6	sus scrofa
CYP26B1	sus scrofa
TFDP1	sus scrofa
DAPK1	sus scrofa
BCL2L11	sus scrofa
IL1A	sus scrofa
CD248	sus scrofa
KITLG	sus scrofa
RNF41	sus scrofa
EXOC5	sus scrofa
CAPN10	sus scrofa
NPR2	sus scrofa
ALDH1A3	sus scrofa
IL12A	sus scrofa
GPER1	sus scrofa
MLH1	sus scrofa
BCL2L2	sus scrofa
CD27	sus scrofa
TOPAZ1	sus scrofa
SFRP1	sus scrofa
BCL10	sus scrofa
PRICKLE1	sus scrofa
FGFR2	sus scrofa
PERP	sus scrofa
PJVK	sus scrofa
TNFRSF1B	sus scrofa
ADA	sus scrofa
C6H19orf12	sus scrofa
ERO1A	sus scrofa
PIDD1	sus scrofa
STK24	sus scrofa
IVNS1ABP	sus scrofa
GRIK2	sus scrofa
TRPM7	sus scrofa
FGFR3	sus scrofa
BEX3	sus scrofa
CASP8	sus scrofa
TNFRSF6	sus scrofa
FAP	sus scrofa
FGF4	sus scrofa
SYCE3	sus scrofa
PPP2CB	sus scrofa
LGALS1	sus scrofa
CDKN1B	sus scrofa
IL2	sus scrofa
DFFB	sus scrofa
TNFRSF25	sus scrofa
ATOH1	sus scrofa
BLOC1S2	sus scrofa
TRAF7	sus scrofa
TOPORS	sus scrofa
DNMT3A	homo sapiens
PROP1	homo sapiens
SNCAIP	homo sapiens
PDCD6	homo sapiens
TFPT	homo sapiens
STK24	homo sapiens
ZPR1	homo sapiens
LGALS7	homo sapiens
PRDX2	homo sapiens
CTNNB1	homo sapiens
CTNNA1	homo sapiens
IFT57	homo sapiens
ELL3	homo sapiens
TOPAZ1	homo sapiens
IL6R	homo sapiens
RNF216	homo sapiens
NANOS3	homo sapiens
IL7	homo sapiens
CD14	homo sapiens
HINT2	homo sapiens
SGPP1	homo sapiens
ROBO2	homo sapiens
NDUFA13	homo sapiens
RPS6KB1	homo sapiens
Fis1	mus musculus
Dpf2	mus musculus
Trpc5	mus musculus
Map3k7	mus musculus
Map3k5	mus musculus
Map3k1	mus musculus
C1d	mus musculus
Mapk9	mus musculus
Mapk8	mus musculus
Mapk3	mus musculus
Mapk1	mus musculus
Ppp2r2b	mus musculus
Gsdme	mus musculus
Gadd45g	mus musculus
Taf10	mus musculus
Gsdma3	mus musculus
Ifnz	mus musculus
Bok	mus musculus
Uxt	mus musculus
Nlrp1a	mus musculus
Rhoa	mus musculus
Gnb1	mus musculus
Ifi203-ps	mus musculus
Oxr1	mus musculus
Psen2	mus musculus
Pdcd6	mus musculus
Tsc2	mus musculus
Atad5	mus musculus
Gzma	mus musculus
Pou4f1	mus musculus
Pou4f2	mus musculus
Pou4f3	mus musculus
Ddit3	mus musculus
Pkn2	mus musculus
Tradd	mus musculus
Bnipl	mus musculus
Fbxo10	mus musculus
Mir7116	mus musculus
Tgfb2	mus musculus
Tgfbr1	mus musculus
Bub1b	mus musculus
Bfar	mus musculus
FNIP2	otolemur garnettii
OsI_14861	oryza sativa indica group
CRIP1	heterocephalus glaber
NDUFS1	pongo abelii
bax	felis catus
GH	meleagris gallopavo
PPIA	papio anubis
PPIA	macaca mulatta
PPIA	chlorocebus aethiops
FADD	ailuropoda melanoleuca
G3RTU9	gorilla gorilla gorilla
DNM1L	monodelphis domestica
TNF	equus caballus
FNIP2	gorilla gorilla gorilla
TNF	nomascus leucogenys
MYC	ovis aries
PGAM5	gorilla gorilla gorilla
pgdA	listeria monocytogenes 10403s
D623_10022697	myotis brandtii
PGAM5	macaca mulatta
DNM1L	oryctolagus cuniculus
PIK-1	oryza sativa japonica group
GABARAP	oryctolagus cuniculus
G9LAS9	bos grunniens
Q2LAH3	diceros bicornis
Q2LAH2	steno bredanensis
vha-10	caenorhabditis briggsae
CRIP1	ictalurus punctatus
CTSH	nomascus leucogenys
MLLT11	oryctolagus cuniculus
TNF	tursiops truncatus
N312_01959	balearica regulorum gibbericeps
NAIF1	macaca fascicularis
P69103	trypanosoma brucei brucei
TNF alpha	syncerus caffer
TGFB1	pongo abelii
TNFa	meriones unguiculatus
TP53	delphinapterus leucas
CCN1	sus scrofa
KRT8	sus scrofa
ERN1	sus scrofa
DEDD2	sus scrofa
RNF152	sus scrofa
PMAIP1	sus scrofa
Gsk3a	mus musculus
Cd248	mus musculus
Draxin	mus musculus
Csrnp1	mus musculus
Rps6	mus musculus
Dnase2a	mus musculus
Jmy	mus musculus
Mael	mus musculus
Atg9a	mus musculus
ibsA	escherichia coli k-12
ibsE	escherichia coli k-12
ibsC	escherichia coli k-12
shoB	escherichia coli k-12
cbtA	escherichia coli k-12
Psn	drosophila melanogaster
Atg9	drosophila melanogaster
Ptp52F	drosophila melanogaster
mRpS29	drosophila melanogaster
Sid	drosophila melanogaster
CG14062	drosophila melanogaster
CG17230	drosophila melanogaster
CG10700	drosophila melanogaster
Debcl	drosophila melanogaster
grnd	drosophila melanogaster
XNP	drosophila melanogaster
snama	drosophila melanogaster
Atg6	drosophila melanogaster
raptor	drosophila melanogaster
Fis1	drosophila melanogaster
Mdh2	drosophila melanogaster
Atg7	drosophila melanogaster
spin	drosophila melanogaster
CG18635	drosophila melanogaster
Coa8	drosophila melanogaster
Dcr-2	drosophila melanogaster
CG3176	drosophila melanogaster
CG13373	drosophila melanogaster
Pink1	drosophila melanogaster
skl	drosophila melanogaster
Tengl1	drosophila melanogaster
Tengl3	drosophila melanogaster
CG31661	drosophila melanogaster
Dronc	drosophila melanogaster
wgn	drosophila melanogaster
Atg101	drosophila melanogaster
CG14120	drosophila melanogaster
Tao	drosophila melanogaster
Tak1	drosophila melanogaster
wun	drosophila melanogaster
Tre1	drosophila melanogaster
CG6508	drosophila melanogaster
p53	drosophila melanogaster
scyl	drosophila melanogaster
wun2	drosophila melanogaster
BNIP3	drosophila melanogaster
CG14118	drosophila melanogaster
Miro	drosophila melanogaster
Diap1	drosophila melanogaster
Fhos	drosophila melanogaster
Atg12	drosophila melanogaster
chrb	drosophila melanogaster
Drep1	drosophila melanogaster
NijA	drosophila melanogaster
Drice	drosophila melanogaster
Orct	drosophila melanogaster
ninaA	drosophila melanogaster
wrapper	drosophila melanogaster
out	drosophila melanogaster
CtsK1	drosophila melanogaster
mod(mdg4)	drosophila melanogaster
Atg5	drosophila melanogaster
krsB	dictyostelium discoideum
rab2A	dictyostelium discoideum
adprt1A	dictyostelium discoideum
Hsp60D	drosophila melanogaster
Eip74EF	drosophila melanogaster
ec	drosophila melanogaster
CG32817	drosophila melanogaster
DNaseII	drosophila melanogaster
Delta	drosophila melanogaster
CG17134	drosophila melanogaster
Dcr-1	drosophila melanogaster
Atg1	drosophila melanogaster
Tengl4	drosophila melanogaster
Damm	drosophila melanogaster
CG12384	drosophila melanogaster
hppy	drosophila melanogaster
shi	drosophila melanogaster
Pgcl	drosophila melanogaster
CG12917	drosophila melanogaster
egr	drosophila melanogaster
Cdk7	drosophila melanogaster
mats	drosophila melanogaster
Dp	drosophila melanogaster
Uba1	drosophila melanogaster
wts	drosophila melanogaster
Fadd	drosophila melanogaster
RnrS	drosophila melanogaster
RnrL	drosophila melanogaster
CG13516	drosophila melanogaster
Hsp60B	drosophila melanogaster
Atg18a	drosophila melanogaster
Ubi-p63E	drosophila melanogaster
Buffy	drosophila melanogaster
Pi3K59F	drosophila melanogaster
mbl	drosophila melanogaster
Prx4	drosophila melanogaster
sws	drosophila melanogaster
rpr	drosophila melanogaster
CtsL1	drosophila melanogaster
Cdk5	drosophila melanogaster
Chc	drosophila melanogaster
Dcp-1	drosophila melanogaster
Atg8a	drosophila melanogaster
Cdk5alpha	drosophila melanogaster
ScsbetaA	drosophila melanogaster
pll	drosophila melanogaster
CG32579	drosophila melanogaster
Bace	drosophila melanogaster
grim	drosophila melanogaster
crq	drosophila melanogaster
arm	drosophila melanogaster
S	drosophila melanogaster
Dark	drosophila melanogaster
rst	drosophila melanogaster
tefu	drosophila melanogaster
EndoG	drosophila melanogaster
qkr58E-3	drosophila melanogaster
abd-A	drosophila melanogaster
Rbf	drosophila melanogaster
CtsL3	drosophila melanogaster
CG32202	drosophila melanogaster
dst4	dictyostelium discoideum
StlB	dictyostelium discoideum
Tengl2	drosophila melanogaster
CG5863	drosophila melanogaster
CG5860	drosophila melanogaster
CG17283	drosophila melanogaster
hid	drosophila melanogaster
ftz-f1	drosophila melanogaster
Hsp60C	drosophila melanogaster
nbs	drosophila melanogaster
CG33346	drosophila melanogaster
hpo	drosophila melanogaster
IFT57	drosophila melanogaster
HtrA2	drosophila melanogaster
sav	drosophila melanogaster
lola	drosophila melanogaster
aPKC	drosophila melanogaster
mTor	drosophila melanogaster
Drep2	drosophila melanogaster
Drep3	drosophila melanogaster
Drep4	drosophila melanogaster
RHOT2	gallus gallus
RHOT1	gallus gallus
ChALK5	gallus gallus
CASP8	gallus gallus
CTNNB1	gallus gallus
CCN1	gallus gallus
CASP6	gallus gallus
A0A8V0YRE5	gallus gallus
DDX47	gallus gallus
IVNS1ABP	gallus gallus
CTSS	gallus gallus
PDCL3	gallus gallus
HSPD1	gallus gallus
TCHP	gallus gallus
CDIP1	gallus gallus
CDK5	gallus gallus
CLPTM1L	gallus gallus
GPER1	gallus gallus
RPS27L	gallus gallus
ACVR1C	gallus gallus
RIPK2	gallus gallus
XKR9	gallus gallus
PRKCA	gallus gallus
G2E3	gallus gallus
TNFRSF1A	gallus gallus
OPA1	gallus gallus
ITPK1	gallus gallus
VDAC1	gallus gallus
CASP7	gallus gallus
TP63	gallus gallus
Shisa5	gallus gallus
PPIA	gallus gallus
BARHL1	gallus gallus
NHLH2	gallus gallus
CIAPIN1	gallus gallus
MITF	gallus gallus
CASP9	gallus gallus
PPARD	gallus gallus
FADD	gallus gallus
SFRP2	gallus gallus
DICER1	gallus gallus
FGF10	gallus gallus
EYA2	gallus gallus
EDNRA	gallus gallus
ATOH1	bos taurus
STAT5B	bos taurus
TNFAIP8	bos taurus
LOC613401	bos taurus
PMAIP1	bos taurus
DIO3	bos taurus
DDX5	bos taurus
PDCD5	bos taurus
VPS35	bos taurus
PUF60	bos taurus
RHOT1	bos taurus
BMPR2	bos taurus
THRB	bos taurus
PDE3A	bos taurus
MYC	bos taurus
JAG2	bos taurus
DAB2IP	bos taurus
TICAM1	bos taurus
AKT1	bos taurus
CIB1	bos taurus
VDAC1	bos taurus
TFPT	bos taurus
SNW1	bos taurus
TMEM219	bos taurus
CTSS	bos taurus
TRAF7	bos taurus
FGFR2	bos taurus
COMP	bos taurus
HTRA2	bos taurus
BCL3	bos taurus
SGPP1	bos taurus
RAD21	bos taurus
ERRFI1	bos taurus
STK3	bos taurus
TGFBR1	bos taurus
PTGIS	bos taurus
CFLAR	bos taurus
BCL11B	bos taurus
MYD88	bos taurus
KIT	bos taurus
PLSCR3	bos taurus
ELL3	bos taurus
RBM5	bos taurus
ERCC3	bos taurus
TCIRG1	bos taurus
CTTN	bos taurus
DNAJC5	bos taurus
ING4	bos taurus
DYNLL1	bos taurus
IFI27L2	gallus gallus
JMY	gallus gallus
SIVA1	gallus gallus
PSEN1	gallus gallus
PMAIP1	gallus gallus
DAP	gallus gallus
DPP9	gallus gallus
TNFRSF11B	gallus gallus
DLC1	gallus gallus
CAD	gallus gallus
TP53	gallus gallus
GSK3A	gallus gallus
A0A1L1RVX4	gallus gallus
SGMS1	gallus gallus
CFLAR	gallus gallus
POU4F3	gallus gallus
PDK1	gallus gallus
LMBR1L	gallus gallus
XKR4	gallus gallus
TSC2	gallus gallus
CASP2	gallus gallus
GAPDH	gallus gallus
A0A3Q2TYC0	gallus gallus
GDF5	gallus gallus
FAIM2	gallus gallus
APP	gallus gallus
TRADD	gallus gallus
THEM4	gallus gallus
CTSH	gallus gallus
DEDD	gallus gallus
BCL2L13	gallus gallus
TDH3	candida albicans sc5314
OVF09923.1	clavispora lusitaniae
Cd36_61520	candida dubliniensis cd36
adprt1B	dictyostelium discoideum
aif	dictyostelium discoideum
gbfA	dictyostelium discoideum
pARTg	dictyostelium discoideum
talB	dictyostelium discoideum
DDB_G0286613	dictyostelium discoideum
dst3	dictyostelium discoideum
DDB_G0289141	dictyostelium discoideum
adprt4	dictyostelium discoideum
dhkM	dictyostelium discoideum
adprt2	dictyostelium discoideum
iplA	dictyostelium discoideum
dmtA	dictyostelium discoideum
dst1	dictyostelium discoideum
atg1	dictyostelium discoideum
adprt3	dictyostelium discoideum
dimA	dictyostelium discoideum
ctsD	dictyostelium discoideum
pARTf	dictyostelium discoideum
vmp1	dictyostelium discoideum
CAGL0L04092g	nakaseomyces glabratus cbs 138
CPAR2_203880	candida parapsilosis cdc317
WNT7A	gallus gallus
MDM2	gallus gallus
FAS	gallus gallus
DYRK2	gallus gallus
ARL6IP5	gallus gallus
RIPK1	gallus gallus
TAOK1	gallus gallus
AKTIP	gallus gallus
MADD	gallus gallus
EMP1	gallus gallus
MEF2A	gallus gallus
WNT1	gallus gallus
CHEK2	gallus gallus
BCL2A1	gallus gallus
RB1	gallus gallus
CASP17	gallus gallus
TNFRSF1B	gallus gallus
SPG7	gallus gallus
CLN8	gallus gallus
XKR7	gallus gallus
A0A1D5PRJ4	gallus gallus
STK4	gallus gallus
A0A3Q2U3N6	gallus gallus
PRUNE2	gallus gallus
API5	gallus gallus
LOC420160	gallus gallus
ERCC3	gallus gallus
ATCAY	gallus gallus
CTSV	gallus gallus
BABAM2	gallus gallus
KIT	gallus gallus
SLC25A4	gallus gallus
NR4A2	gallus gallus
NOTCH2	gallus gallus
BID	gallus gallus
CAV1	gallus gallus
USP28	gallus gallus
PDCD2L	gallus gallus
XRG8	gallus gallus
WWOX	gallus gallus
rad9	gallus gallus
NAIF1	gallus gallus
MCL1	gallus gallus
PRKDC	gallus gallus
CAPN3	gallus gallus
BNIP3L	gallus gallus
MAP3K5	gallus gallus
CTSK	gallus gallus
PRELID1	gallus gallus
SH3GLB1	gallus gallus
ELMO2	gallus gallus
TP53INP1	gallus gallus
PDCD10	gallus gallus
RELT	gallus gallus
A0A3Q2UEQ5	gallus gallus
BNIP3	gallus gallus
TNFRSF25	gallus gallus
DFFA	gallus gallus
DFNA5	gallus gallus
GRIK2	gallus gallus
FASLG	gallus gallus
DDX5	gallus gallus
BCL11B	gallus gallus
FGFR2	gallus gallus
CTSL	gallus gallus
DNM1L	gallus gallus
PRKCB	gallus gallus
LOC121106916	gallus gallus
AIFM1	gallus gallus
NKX-2.5	gallus gallus
APOPT1	gallus gallus
WNT5A	gallus gallus
MLLT11	gallus gallus
PDIA3	gallus gallus
DNASE1	gallus gallus
DNASE2B	gallus gallus
TNFRSF11A	gallus gallus
DNASE1L3	gallus gallus
FAM162A	gallus gallus
ELMO1	gallus gallus
STK11	gallus gallus
GRAMD4	gallus gallus
CASP3	gallus gallus
GSDMA	gallus gallus
NTRK1	gallus gallus
TAX1BP1	gallus gallus
NR13	gallus gallus
CASP18	gallus gallus
LAMP1	gallus gallus
CRIP1	gallus gallus
TNFRSF4	gallus gallus
WNT11	gallus gallus
TMEM117	gallus gallus
HMGB2	gallus gallus
BRE	gallus gallus
CIDEA	gallus gallus
E1C1P6	gallus gallus
Zfp36l1	gallus gallus
ERN1	gallus gallus
CASP8AP2	gallus gallus
FEM1B	gallus gallus
CTSD	gallus gallus
PGAM5	gallus gallus
REL	gallus gallus
SIX3	gallus gallus
CEBPB	gallus gallus
TICAM1	gallus gallus
REQ	gallus gallus
DIABLO	gallus gallus
MEGF10	gallus gallus
IL6	gallus gallus
DAD1	gallus gallus
PAWR	gallus gallus
TNFRSF6B	gallus gallus
CG33128	drosophila melanogaster
Dredd	drosophila melanogaster
CG31926	drosophila melanogaster
Atg17	drosophila melanogaster
Bruce	drosophila melanogaster
AIF	drosophila melanogaster
trus	drosophila melanogaster
Atg13	drosophila melanogaster
CG3819	drosophila melanogaster
CG6839	drosophila melanogaster
TNFRSF21	gallus gallus
CASP10	gallus gallus
DIDO1	gallus gallus
SLC5A11	gallus gallus
TRAF7	gallus gallus
TNFRSF10B	gallus gallus
BNIP2	gallus gallus
LRRC27	gallus gallus
APIP	gallus gallus
FAP	gallus gallus
CYFIP2	gallus gallus
LEF1	gallus gallus
PPIF	gallus gallus
BCL2L14	gallus gallus
EXOG	gallus gallus
XKR5	gallus gallus
USP53	gallus gallus
BIK	gallus gallus
ELMO3	gallus gallus
METTL21C	gallus gallus
BIRC6	gallus gallus
CTSB	gallus gallus
FASTKD2	gallus gallus
A0A3Q3ACI5	gallus gallus
SAV1	gallus gallus
VPS54	gallus gallus
RNF152	gallus gallus
RB1CC1	gallus gallus
AIFM2	gallus gallus
ARF6	gallus gallus
FLCN	gallus gallus
DDIT3	gallus gallus
BOK	gallus gallus
NINJ1	gallus gallus
SH3GLB2	gallus gallus
LOC422224	gallus gallus
BAK1	gallus gallus
RNF34	gallus gallus
USP47	gallus gallus
GHOX-7	gallus gallus
KCNJ11	gallus gallus
KCNJ8	gallus gallus
ANXA6	gallus gallus
GH	gallus gallus
PLEKHO2	gallus gallus
INHBB	gallus gallus
BCL2L1	gallus gallus
ITA	gallus gallus
TOP2A	gallus gallus
PTEN	gallus gallus
POU4F1	gallus gallus
SKIL	gallus gallus
TNFRSF18	gallus gallus
TMTC4	gallus gallus
MLKL	gallus gallus
MLH1	gallus gallus
GDF6	gallus gallus
QRICH1	gallus gallus
CRYAB	gallus gallus
DLX1	gallus gallus
PIK3R1	gallus gallus
BMF	gallus gallus
NGFR	gallus gallus
A0A8V1A410	gallus gallus
CIDEC	gallus gallus
FOSL2	gallus gallus
RFFL	gallus gallus
PRKCD	gallus gallus
C26H6ORF222	gallus gallus
PRICKLE1	gallus gallus
PIGT	gallus gallus
FGFR3	gallus gallus
EGLN3	gallus gallus
TP73	gallus gallus
DDIT4	gallus gallus
HIPK1	gallus gallus
LOC378902	gallus gallus
CYLD	gallus gallus
ING5	gallus gallus
LHX3	gallus gallus
FGF8	gallus gallus
FOXL2	gallus gallus
SGK1	gallus gallus
EDA2R	gallus gallus
SOX9	gallus gallus
ATM	gallus gallus
HTRA1	gallus gallus
BHLHE23	gallus gallus
Atoh1	gallus gallus
A0A8V0ZC85	gallus gallus
EXFABP	gallus gallus
Six1	gallus gallus
FHIT	gallus gallus
BCL10	gallus gallus
AIFM3	gallus gallus
SMO	gallus gallus
DFFB	gallus gallus
NSG1	gallus gallus
SHH	gallus gallus
HRAS	gallus gallus
DAP3	gallus gallus
FGF4	gallus gallus
TGFBR2	gallus gallus
GOS2	gallus gallus
DFNB59	gallus gallus
